id,title,description,tag,estimated_hours,created_at,due_date,days_left,priority,type,assignee
TASK0209,Create onboarding flow,Design and implement onboarding wizard for new users.,ux,8,2025-10-18,2025-11-06,14,Low,feature,Esha
TASK0210,Add export CSV,Speed up image loading using lazy loading and compression.,ux,12,2025-10-03,2025-10-14,-9,High,bug,Alice
TASK0211,Create onboarding flow,Add unit tests for payment module to improve coverage to 80%.,ux,4,2025-10-08,2025-10-27,4,Low,bug,Esha
TASK0212,Write unit tests,Design and implement onboarding wizard for new users.,testing,1,2025-10-21,2025-10-23,0,Medium,feature,Chitra
TASK0213,Add search feature,Allow users to export orders in CSV and Excel format.,research,8,2025-10-21,2025-11-03,11,Low,feature,Esha
TASK0214,Fix login error,Design and implement onboarding wizard for new users.,ux,8,2025-09-23,2025-09-30,-23,High,bug,Dev
TASK0215,Update user profile UI,"When user logs in, sometimes get 500 error. Steps to reproduce: ...",testing,1,2025-10-07,2025-10-18,-5,Medium,chore,Alice
TASK0216,Update user profile UI,"When user logs in, sometimes get 500 error. Steps to reproduce: ...",frontend,12,2025-10-07,2025-10-22,-1,High,chore,Esha
TASK0217,Add export CSV,Profile page layout looks cramped on mobile devices. Improve spacing.,devops,4,2025-10-07,2025-10-17,-6,Medium,feature,Chitra
TASK0218,Add export CSV,"When user logs in, sometimes get 500 error. Steps to reproduce: ...",ux,12,2025-10-02,2025-10-13,-10,High,bug,Alice
TASK0219,Investigate crash on submit,Add unit tests for payment module to improve coverage to 80%.,devops,12,2025-10-06,2025-10-26,3,High,chore,Chitra
TASK0220,Add export CSV,Profile page layout looks cramped on mobile devices. Improve spacing.,devops,4,2025-10-21,2025-11-03,11,Low,bug,Alice
TASK0221,Refactor auth module,App crashes intermittently when submitting large form payloads.,data,4,2025-10-14,2025-10-19,-4,Medium,feature,Esha
TASK0222,Investigate crash on submit,Refactor authentication flow to use OAuth2 best practices.,devops,1,2025-10-21,2025-11-02,10,Low,bug,Bob
TASK0223,Create onboarding flow,Add migration scripts to move old schema to new one. Ensure backups.,frontend,2,2025-10-13,2025-10-18,-5,Medium,bug,Alice
TASK0224,Refactor auth module,Refactor authentication flow to use OAuth2 best practices.,backend,12,2025-10-07,2025-10-18,-5,High,chore,Esha
TASK0225,Add export CSV,App crashes intermittently when submitting large form payloads.,frontend,2,2025-10-19,2025-10-25,2,Medium,chore,Esha
TASK0226,Update user profile UI,Design and implement onboarding wizard for new users.,backend,6,2025-09-28,2025-10-10,-13,Medium,feature,Bob
TASK0227,Add export CSV,Add unit tests for payment module to improve coverage to 80%.,ux,12,2025-10-09,2025-10-24,1,High,bug,Bob
TASK0228,Create onboarding flow,Add migration scripts to move old schema to new one. Ensure backups.,devops,12,2025-10-14,2025-11-02,10,Medium,chore,Dev
TASK0229,Write unit tests,App crashes intermittently when submitting large form payloads.,research,8,2025-09-29,2025-10-13,-10,High,chore,Bob
TASK0230,Add export CSV,Profile page layout looks cramped on mobile devices. Improve spacing.,ux,4,2025-09-28,2025-09-30,-23,Medium,feature,Chitra
TASK0231,Add search feature,Refactor authentication flow to use OAuth2 best practices.,ux,1,2025-10-06,2025-10-16,-7,Medium,bug,Bob
TASK0232,Create onboarding flow,Refactor authentication flow to use OAuth2 best practices.,frontend,6,2025-10-15,2025-10-18,-5,Medium,chore,Bob
TASK0233,Create onboarding flow,Speed up image loading using lazy loading and compression.,backend,6,2025-09-27,2025-09-29,-24,Medium,feature,Chitra
TASK0234,Investigate crash on submit,Need to implement a search bar with fuzzy matching and filters.,devops,2,2025-10-16,2025-10-17,-6,Medium,bug,Alice
TASK0235,Optimize image loading,Profile page layout looks cramped on mobile devices. Improve spacing.,frontend,1,2025-09-27,2025-10-07,-16,Medium,chore,Dev
TASK0236,Update user profile UI,Design and implement onboarding wizard for new users.,testing,8,2025-10-01,2025-10-02,-21,High,chore,Alice
TASK0237,Database migration,Profile page layout looks cramped on mobile devices. Improve spacing.,research,12,2025-10-15,2025-11-04,12,Low,feature,Alice
TASK0238,Write unit tests,Add migration scripts to move old schema to new one. Ensure backups.,devops,1,2025-09-29,2025-10-01,-22,Medium,bug,Esha
TASK0239,Add search feature,Need to implement a search bar with fuzzy matching and filters.,ux,6,2025-10-09,2025-10-29,6,Low,feature,Esha
TASK0240,Database migration,Profile page layout looks cramped on mobile devices. Improve spacing.,devops,6,2025-10-05,2025-10-06,-17,Medium,feature,Bob
TASK0241,Investigate crash on submit,Profile page layout looks cramped on mobile devices. Improve spacing.,data,12,2025-10-05,2025-10-08,-15,High,feature,Chitra
TASK0242,Refactor auth module,Refactor authentication flow to use OAuth2 best practices.,research,8,2025-10-21,2025-11-08,16,Low,bug,Dev
TASK0243,Investigate crash on submit,Speed up image loading using lazy loading and compression.,devops,12,2025-10-22,2025-10-23,0,High,feature,Alice
TASK0244,Database migration,Need to implement a search bar with fuzzy matching and filters.,ux,8,2025-10-12,2025-10-23,0,High,bug,Chitra
TASK0245,Optimize image loading,Profile page layout looks cramped on mobile devices. Improve spacing.,ux,12,2025-10-06,2025-10-21,-2,High,chore,Dev
TASK0246,Update user profile UI,Profile page layout looks cramped on mobile devices. Improve spacing.,backend,12,2025-10-03,2025-10-18,-5,High,bug,Bob
TASK0247,Database migration,"When user logs in, sometimes get 500 error. Steps to reproduce: ...",devops,4,2025-10-22,2025-11-08,16,Low,feature,Esha
TASK0248,Write unit tests,"When user logs in, sometimes get 500 error. Steps to reproduce: ...",ux,12,2025-10-08,2025-10-15,-8,High,bug,Alice
TASK0249,Optimize image loading,Add unit tests for payment module to improve coverage to 80%.,backend,4,2025-09-26,2025-10-10,-13,Medium,chore,Dev
TASK0250,Investigate crash on submit,Speed up image loading using lazy loading and compression.,frontend,6,2025-09-25,2025-10-11,-12,Medium,feature,Esha
TASK0251,Add search feature,App crashes intermittently when submitting large form payloads.,backend,6,2025-10-15,2025-11-04,12,Low,chore,Bob
TASK0252,Write unit tests,Speed up image loading using lazy loading and compression.,backend,1,2025-10-06,2025-10-17,-6,Medium,feature,Chitra
TASK0253,Add export CSV,App crashes intermittently when submitting large form payloads.,frontend,12,2025-10-09,2025-10-24,1,High,feature,Alice
TASK0254,Optimize image loading,Allow users to export orders in CSV and Excel format.,testing,4,2025-09-30,2025-10-02,-21,Medium,bug,Dev
TASK0255,Refactor auth module,Profile page layout looks cramped on mobile devices. Improve spacing.,backend,2,2025-10-12,2025-11-01,9,Low,feature,Dev
TASK0256,Update user profile UI,Need to implement a search bar with fuzzy matching and filters.,frontend,12,2025-10-22,2025-11-03,11,Low,feature,Esha
TASK0257,Add export CSV,Profile page layout looks cramped on mobile devices. Improve spacing.,data,6,2025-10-22,2025-11-03,11,Low,feature,Alice
TASK0258,Update user profile UI,Refactor authentication flow to use OAuth2 best practices.,devops,6,2025-10-05,2025-10-16,-7,Medium,feature,Bob
TASK0259,Add search feature,"When user logs in, sometimes get 500 error. Steps to reproduce: ...",data,2,2025-09-23,2025-10-09,-14,Medium,feature,Esha
TASK0260,Write unit tests,Add unit tests for payment module to improve coverage to 80%.,data,6,2025-10-20,2025-10-27,4,Low,chore,Chitra
TASK0261,Create onboarding flow,Add migration scripts to move old schema to new one. Ensure backups.,backend,2,2025-10-01,2025-10-04,-19,Medium,feature,Dev
TASK0262,Optimize image loading,Speed up image loading using lazy loading and compression.,data,1,2025-10-21,2025-11-08,16,Low,feature,Chitra
TASK0263,Update user profile UI,Profile page layout looks cramped on mobile devices. Improve spacing.,ux,4,2025-09-26,2025-10-13,-10,Medium,bug,Bob
TASK0264,Update user profile UI,Add migration scripts to move old schema to new one. Ensure backups.,ux,6,2025-09-28,2025-09-29,-24,Medium,feature,Esha
TASK0265,Create onboarding flow,Refactor authentication flow to use OAuth2 best practices.,frontend,8,2025-10-12,2025-10-15,-8,High,bug,Dev
TASK0266,Create onboarding flow,Refactor authentication flow to use OAuth2 best practices.,testing,6,2025-10-01,2025-10-20,-3,Medium,bug,Chitra
TASK0267,Add search feature,Design and implement onboarding wizard for new users.,testing,12,2025-10-03,2025-10-20,-3,High,bug,Esha
TASK0268,Add export CSV,Profile page layout looks cramped on mobile devices. Improve spacing.,ux,2,2025-10-03,2025-10-17,-6,Medium,feature,Alice
TASK0269,Add search feature,Refactor authentication flow to use OAuth2 best practices.,frontend,4,2025-09-27,2025-10-03,-20,Medium,bug,Bob
TASK0270,Refactor auth module,Add unit tests for payment module to improve coverage to 80%.,ux,1,2025-10-12,2025-10-21,-2,Medium,bug,Esha
TASK0271,Update user profile UI,Add unit tests for payment module to improve coverage to 80%.,research,8,2025-10-15,2025-10-18,-5,High,feature,Bob
TASK0272,Add export CSV,Profile page layout looks cramped on mobile devices. Improve spacing.,frontend,12,2025-10-05,2025-10-25,2,High,feature,Esha
TASK0273,Add export CSV,"When user logs in, sometimes get 500 error. Steps to reproduce: ...",ux,1,2025-10-13,2025-10-16,-7,Medium,bug,Esha
TASK0274,Database migration,Allow users to export orders in CSV and Excel format.,testing,8,2025-10-15,2025-10-16,-7,High,feature,Esha
TASK0275,Write unit tests,Design and implement onboarding wizard for new users.,frontend,12,2025-10-14,2025-10-27,4,Medium,bug,Alice
TASK0276,Fix login error,Profile page layout looks cramped on mobile devices. Improve spacing.,testing,6,2025-10-01,2025-10-17,-6,Medium,feature,Chitra
TASK0277,Update user profile UI,Speed up image loading using lazy loading and compression.,ux,12,2025-10-04,2025-10-15,-8,High,feature,Chitra
TASK0278,Update user profile UI,Speed up image loading using lazy loading and compression.,research,8,2025-10-11,2025-10-15,-8,High,bug,Dev
TASK0279,Write unit tests,Design and implement onboarding wizard for new users.,frontend,2,2025-10-20,2025-10-24,1,Medium,bug,Dev
TASK0280,Add export CSV,App crashes intermittently when submitting large form payloads.,frontend,2,2025-09-26,2025-10-07,-16,Medium,chore,Chitra
TASK0281,Update user profile UI,Design and implement onboarding wizard for new users.,research,6,2025-10-17,2025-11-02,10,Low,chore,Dev
TASK0282,Add search feature,App crashes intermittently when submitting large form payloads.,research,6,2025-10-23,2025-10-31,8,Low,bug,Chitra
TASK0283,Fix login error,Add unit tests for payment module to improve coverage to 80%.,testing,8,2025-10-22,2025-11-07,15,Low,bug,Alice
TASK0284,Add search feature,App crashes intermittently when submitting large form payloads.,frontend,4,2025-09-26,2025-10-08,-15,Medium,feature,Chitra
TASK0285,Investigate crash on submit,"When user logs in, sometimes get 500 error. Steps to reproduce: ...",research,8,2025-10-22,2025-10-29,6,Low,feature,Chitra
TASK0286,Investigate crash on submit,Refactor authentication flow to use OAuth2 best practices.,testing,8,2025-10-21,2025-10-30,7,Low,chore,Esha
TASK0287,Add export CSV,Need to implement a search bar with fuzzy matching and filters.,frontend,1,2025-10-02,2025-10-15,-8,Medium,feature,Chitra
TASK0288,Optimize image loading,Profile page layout looks cramped on mobile devices. Improve spacing.,frontend,8,2025-10-06,2025-10-23,0,High,feature,Alice
TASK0289,Fix login error,Profile page layout looks cramped on mobile devices. Improve spacing.,data,4,2025-10-22,2025-11-07,15,Low,feature,Bob
TASK0290,Refactor auth module,Profile page layout looks cramped on mobile devices. Improve spacing.,devops,8,2025-10-04,2025-10-15,-8,High,bug,Esha
TASK0291,Write unit tests,Allow users to export orders in CSV and Excel format.,devops,8,2025-09-30,2025-10-17,-6,High,feature,Esha
TASK0292,Create onboarding flow,"When user logs in, sometimes get 500 error. Steps to reproduce: ...",devops,4,2025-10-14,2025-10-18,-5,Medium,chore,Esha
TASK0293,Fix login error,Allow users to export orders in CSV and Excel format.,testing,4,2025-10-14,2025-11-02,10,Low,feature,Alice
TASK0294,Create onboarding flow,Profile page layout looks cramped on mobile devices. Improve spacing.,research,12,2025-10-05,2025-10-25,2,High,feature,Dev
TASK0295,Database migration,"When user logs in, sometimes get 500 error. Steps to reproduce: ...",research,12,2025-10-19,2025-10-23,0,High,bug,Dev
TASK0296,Investigate crash on submit,Profile page layout looks cramped on mobile devices. Improve spacing.,testing,12,2025-10-13,2025-10-20,-3,High,feature,Esha
TASK0297,Create onboarding flow,"When user logs in, sometimes get 500 error. Steps to reproduce: ...",data,2,2025-09-24,2025-10-11,-12,Medium,bug,Chitra
TASK0298,Create onboarding flow,Refactor authentication flow to use OAuth2 best practices.,testing,4,2025-10-02,2025-10-08,-15,Medium,feature,Esha
TASK0299,Refactor auth module,Speed up image loading using lazy loading and compression.,data,12,2025-10-13,2025-10-22,-1,High,feature,Bob
TASK0300,Database migration,Add unit tests for payment module to improve coverage to 80%.,research,4,2025-09-23,2025-10-01,-22,Medium,chore,Chitra
TASK0301,Write unit tests,Add migration scripts to move old schema to new one. Ensure backups.,data,12,2025-09-29,2025-10-15,-8,High,bug,Chitra
TASK0302,Write unit tests,Add unit tests for payment module to improve coverage to 80%.,backend,8,2025-10-06,2025-10-24,1,High,feature,Dev
TASK0303,Optimize image loading,Profile page layout looks cramped on mobile devices. Improve spacing.,devops,1,2025-09-27,2025-10-07,-16,Medium,chore,Alice
TASK0304,Create onboarding flow,Add unit tests for payment module to improve coverage to 80%.,data,6,2025-10-12,2025-10-19,-4,Medium,bug,Esha
TASK0305,Refactor auth module,Add unit tests for payment module to improve coverage to 80%.,frontend,1,2025-10-15,2025-11-04,11,Low,feature,Bob
TASK0306,Fix login error,Refactor authentication flow to use OAuth2 best practices.,frontend,12,2025-10-16,2025-10-24,1,High,bug,Dev
TASK0307,Create onboarding flow,Need to implement a search bar with fuzzy matching and filters.,data,2,2025-10-13,2025-10-14,-9,Medium,chore,Bob
TASK0308,Create onboarding flow,Design and implement onboarding wizard for new users.,data,2,2025-10-10,2025-10-20,-3,Medium,bug,Alice
TASK0309,Add search feature,Allow users to export orders in CSV and Excel format.,frontend,8,2025-09-24,2025-09-26,-27,High,chore,Bob
TASK0310,Update user profile UI,"When user logs in, sometimes get 500 error. Steps to reproduce: ...",ux,6,2025-10-10,2025-10-26,3,Low,bug,Chitra
TASK0311,Fix login error,"When user logs in, sometimes get 500 error. Steps to reproduce: ...",devops,8,2025-09-25,2025-10-15,-8,High,bug,Chitra
TASK0312,Create onboarding flow,Refactor authentication flow to use OAuth2 best practices.,research,6,2025-10-14,2025-10-19,-4,Medium,chore,Dev
TASK0313,Database migration,Need to implement a search bar with fuzzy matching and filters.,devops,2,2025-10-15,2025-10-30,7,Low,feature,Bob
TASK0314,Optimize image loading,Add unit tests for payment module to improve coverage to 80%.,research,12,2025-10-23,2025-10-30,7,Low,bug,Dev
TASK0315,Investigate crash on submit,Refactor authentication flow to use OAuth2 best practices.,devops,1,2025-09-27,2025-10-10,-13,Medium,feature,Bob
TASK0316,Create onboarding flow,Speed up image loading using lazy loading and compression.,frontend,1,2025-10-19,2025-10-28,5,Low,feature,Dev
TASK0317,Write unit tests,Speed up image loading using lazy loading and compression.,devops,8,2025-09-29,2025-10-18,-5,High,bug,Chitra
TASK0318,Database migration,"When user logs in, sometimes get 500 error. Steps to reproduce: ...",data,1,2025-10-01,2025-10-16,-7,Medium,bug,Dev
TASK0319,Refactor auth module,Add unit tests for payment module to improve coverage to 80%.,data,1,2025-10-02,2025-10-12,-11,Medium,feature,Bob
TASK0320,Update user profile UI,Design and implement onboarding wizard for new users.,frontend,6,2025-10-16,2025-11-05,13,Low,feature,Esha
TASK0321,Create onboarding flow,Refactor authentication flow to use OAuth2 best practices.,ux,12,2025-09-24,2025-10-01,-22,High,feature,Esha
TASK0322,Add search feature,Refactor authentication flow to use OAuth2 best practices.,testing,8,2025-09-26,2025-10-08,-15,High,bug,Esha
TASK0323,Fix login error,Refactor authentication flow to use OAuth2 best practices.,research,2,2025-10-20,2025-11-08,16,Low,feature,Bob
TASK0324,Refactor auth module,Design and implement onboarding wizard for new users.,backend,12,2025-10-13,2025-10-20,-3,High,feature,Dev
TASK0325,Refactor auth module,Design and implement onboarding wizard for new users.,ux,1,2025-10-21,2025-11-05,13,Low,bug,Dev
TASK0326,Add export CSV,"When user logs in, sometimes get 500 error. Steps to reproduce: ...",research,6,2025-10-09,2025-10-19,-4,Medium,feature,Dev
TASK0327,Fix login error,Add migration scripts to move old schema to new one. Ensure backups.,research,1,2025-10-15,2025-10-17,-6,Medium,feature,Alice
TASK0328,Fix login error,Need to implement a search bar with fuzzy matching and filters.,testing,1,2025-10-06,2025-10-16,-7,Medium,feature,Bob
TASK0329,Investigate crash on submit,Speed up image loading using lazy loading and compression.,testing,6,2025-09-29,2025-10-12,-11,Medium,feature,Esha
TASK0330,Optimize image loading,Need to implement a search bar with fuzzy matching and filters.,frontend,8,2025-10-19,2025-11-01,9,Low,feature,Bob
TASK0331,Fix login error,"When user logs in, sometimes get 500 error. Steps to reproduce: ...",devops,6,2025-09-27,2025-10-15,-8,Medium,feature,Dev
TASK0332,Database migration,Add migration scripts to move old schema to new one. Ensure backups.,testing,4,2025-09-27,2025-10-02,-21,Medium,bug,Alice
TASK0333,Investigate crash on submit,Allow users to export orders in CSV and Excel format.,ux,1,2025-10-22,2025-10-30,7,Low,bug,Alice
TASK0334,Fix login error,Design and implement onboarding wizard for new users.,research,12,2025-10-04,2025-10-06,-17,High,bug,Alice
TASK0335,Create onboarding flow,Add migration scripts to move old schema to new one. Ensure backups.,research,2,2025-10-11,2025-10-13,-10,Medium,bug,Chitra
TASK0336,Add export CSV,Speed up image loading using lazy loading and compression.,research,8,2025-10-16,2025-10-27,4,Medium,bug,Bob
TASK0337,Refactor auth module,Add migration scripts to move old schema to new one. Ensure backups.,testing,4,2025-10-02,2025-10-11,-12,Medium,bug,Esha
TASK0338,Update user profile UI,App crashes intermittently when submitting large form payloads.,research,6,2025-09-25,2025-09-27,-26,Medium,chore,Dev
TASK0339,Refactor auth module,Speed up image loading using lazy loading and compression.,data,6,2025-09-28,2025-10-12,-11,Medium,bug,Dev
TASK0340,Refactor auth module,Design and implement onboarding wizard for new users.,frontend,2,2025-10-18,2025-10-28,5,Low,chore,Bob
TASK0341,Create onboarding flow,"When user logs in, sometimes get 500 error. Steps to reproduce: ...",research,6,2025-09-28,2025-10-12,-11,Medium,feature,Bob
TASK0342,Database migration,Add unit tests for payment module to improve coverage to 80%.,frontend,4,2025-10-11,2025-10-14,-9,Medium,chore,Chitra
TASK0343,Refactor auth module,Add migration scripts to move old schema to new one. Ensure backups.,backend,4,2025-10-21,2025-11-03,11,Low,feature,Esha
TASK0344,Add search feature,Add migration scripts to move old schema to new one. Ensure backups.,ux,8,2025-10-22,2025-11-09,17,Low,bug,Bob
TASK0345,Optimize image loading,Add unit tests for payment module to improve coverage to 80%.,backend,2,2025-09-26,2025-10-03,-20,Medium,chore,Alice
TASK0346,Create onboarding flow,Add migration scripts to move old schema to new one. Ensure backups.,data,8,2025-09-30,2025-10-07,-16,High,feature,Bob
TASK0347,Optimize image loading,Add unit tests for payment module to improve coverage to 80%.,testing,6,2025-10-06,2025-10-24,1,Medium,feature,Chitra
TASK0348,Optimize image loading,Refactor authentication flow to use OAuth2 best practices.,testing,6,2025-10-15,2025-10-19,-4,Medium,chore,Dev
TASK0349,Optimize image loading,Add migration scripts to move old schema to new one. Ensure backups.,devops,4,2025-09-29,2025-10-13,-10,Medium,bug,Bob
TASK0350,Update user profile UI,"When user logs in, sometimes get 500 error. Steps to reproduce: ...",devops,8,2025-09-30,2025-10-19,-4,High,feature,Dev
TASK0351,Update user profile UI,Add migration scripts to move old schema to new one. Ensure backups.,devops,2,2025-10-14,2025-10-27,4,Medium,feature,Bob
TASK0352,Refactor auth module,Speed up image loading using lazy loading and compression.,devops,6,2025-10-08,2025-10-24,1,Medium,feature,Chitra
TASK0353,Update user profile UI,Refactor authentication flow to use OAuth2 best practices.,testing,2,2025-10-18,2025-11-05,13,Low,chore,Alice
TASK0354,Fix login error,Need to implement a search bar with fuzzy matching and filters.,ux,12,2025-10-07,2025-10-09,-14,High,feature,Dev
TASK0355,Database migration,Need to implement a search bar with fuzzy matching and filters.,data,2,2025-10-19,2025-10-20,-3,Medium,bug,Dev
TASK0356,Fix login error,Allow users to export orders in CSV and Excel format.,data,12,2025-10-12,2025-11-01,9,Low,chore,Dev
TASK0357,Fix login error,Refactor authentication flow to use OAuth2 best practices.,research,6,2025-10-23,2025-10-24,1,Medium,bug,Chitra
TASK0358,Write unit tests,"When user logs in, sometimes get 500 error. Steps to reproduce: ...",research,12,2025-10-06,2025-10-20,-3,High,chore,Bob
TASK0359,Add search feature,Refactor authentication flow to use OAuth2 best practices.,frontend,2,2025-10-20,2025-10-27,4,Low,feature,Chitra
TASK0360,Optimize image loading,Add unit tests for payment module to improve coverage to 80%.,ux,6,2025-09-27,2025-09-30,-23,Medium,feature,Dev
TASK0361,Add export CSV,Add migration scripts to move old schema to new one. Ensure backups.,data,2,2025-10-09,2025-10-19,-4,Medium,feature,Alice
TASK0362,Fix login error,Need to implement a search bar with fuzzy matching and filters.,testing,6,2025-10-03,2025-10-16,-7,Medium,feature,Alice
TASK0363,Fix login error,Profile page layout looks cramped on mobile devices. Improve spacing.,backend,6,2025-10-03,2025-10-17,-6,Medium,feature,Chitra
TASK0364,Add search feature,Refactor authentication flow to use OAuth2 best practices.,backend,2,2025-10-05,2025-10-12,-11,Medium,chore,Esha
TASK0365,Write unit tests,"When user logs in, sometimes get 500 error. Steps to reproduce: ...",backend,12,2025-10-08,2025-10-17,-6,High,chore,Esha
TASK0366,Fix login error,Profile page layout looks cramped on mobile devices. Improve spacing.,ux,4,2025-10-02,2025-10-03,-20,Medium,chore,Esha
TASK0367,Investigate crash on submit,Need to implement a search bar with fuzzy matching and filters.,devops,2,2025-10-19,2025-11-07,15,Low,bug,Dev
TASK0368,Refactor auth module,Speed up image loading using lazy loading and compression.,testing,12,2025-10-02,2025-10-07,-16,High,feature,Alice
TASK0369,Optimize image loading,"When user logs in, sometimes get 500 error. Steps to reproduce: ...",backend,6,2025-10-07,2025-10-15,-8,Medium,chore,Chitra
TASK0370,Add export CSV,Allow users to export orders in CSV and Excel format.,testing,4,2025-10-04,2025-10-05,-18,Medium,feature,Dev
TASK0371,Database migration,Speed up image loading using lazy loading and compression.,research,6,2025-10-08,2025-10-22,-1,Medium,bug,Esha
TASK0372,Investigate crash on submit,Need to implement a search bar with fuzzy matching and filters.,ux,8,2025-10-02,2025-10-12,-11,High,feature,Alice
TASK0373,Write unit tests,Profile page layout looks cramped on mobile devices. Improve spacing.,testing,12,2025-10-21,2025-10-26,3,Medium,feature,Chitra
TASK0374,Add search feature,Need to implement a search bar with fuzzy matching and filters.,backend,4,2025-10-12,2025-10-27,4,Medium,feature,Chitra
TASK0375,Update user profile UI,Need to implement a search bar with fuzzy matching and filters.,frontend,6,2025-10-20,2025-11-04,12,Low,feature,Esha
TASK0376,Add search feature,"When user logs in, sometimes get 500 error. Steps to reproduce: ...",backend,4,2025-10-10,2025-10-28,5,Medium,bug,Esha
TASK0377,Optimize image loading,App crashes intermittently when submitting large form payloads.,backend,4,2025-09-28,2025-10-12,-11,Medium,feature,Alice
TASK0378,Refactor auth module,Add migration scripts to move old schema to new one. Ensure backups.,research,8,2025-09-30,2025-10-06,-17,High,feature,Bob
TASK0379,Write unit tests,Add unit tests for payment module to improve coverage to 80%.,devops,6,2025-10-19,2025-10-24,1,Medium,bug,Dev
TASK0380,Investigate crash on submit,Add unit tests for payment module to improve coverage to 80%.,testing,1,2025-10-15,2025-10-27,4,Low,bug,Bob
TASK0381,Create onboarding flow,Allow users to export orders in CSV and Excel format.,research,2,2025-09-30,2025-10-15,-8,Medium,bug,Chitra
TASK0382,Investigate crash on submit,Speed up image loading using lazy loading and compression.,ux,8,2025-10-23,2025-11-05,13,Low,chore,Chitra
TASK0383,Optimize image loading,App crashes intermittently when submitting large form payloads.,ux,12,2025-10-09,2025-10-29,6,Low,bug,Chitra
TASK0384,Database migration,Design and implement onboarding wizard for new users.,devops,2,2025-10-04,2025-10-17,-6,Medium,chore,Chitra
TASK0385,Create onboarding flow,Allow users to export orders in CSV and Excel format.,ux,2,2025-09-30,2025-10-11,-12,Medium,feature,Dev
TASK0386,Add search feature,Allow users to export orders in CSV and Excel format.,frontend,8,2025-10-12,2025-10-30,7,Low,bug,Esha
TASK0387,Create onboarding flow,Add migration scripts to move old schema to new one. Ensure backups.,testing,4,2025-10-23,2025-10-26,3,Low,chore,Dev
TASK0388,Create onboarding flow,Profile page layout looks cramped on mobile devices. Improve spacing.,data,4,2025-10-02,2025-10-10,-13,Medium,bug,Bob
TASK0389,Investigate crash on submit,App crashes intermittently when submitting large form payloads.,backend,6,2025-10-01,2025-10-21,-2,Medium,feature,Dev
TASK0390,Refactor auth module,App crashes intermittently when submitting large form payloads.,research,1,2025-10-06,2025-10-18,-5,Medium,feature,Esha
TASK0391,Add search feature,Need to implement a search bar with fuzzy matching and filters.,ux,2,2025-10-04,2025-10-16,-7,Medium,bug,Esha
TASK0392,Add export CSV,App crashes intermittently when submitting large form payloads.,ux,4,2025-10-22,2025-11-05,13,Low,bug,Alice
TASK0393,Database migration,Refactor authentication flow to use OAuth2 best practices.,data,8,2025-10-15,2025-11-02,10,Low,feature,Esha
TASK0394,Create onboarding flow,Speed up image loading using lazy loading and compression.,testing,6,2025-10-16,2025-11-04,12,Low,feature,Bob
TASK0395,Fix login error,Design and implement onboarding wizard for new users.,backend,4,2025-10-12,2025-10-26,3,Medium,chore,Alice
TASK0396,Update user profile UI,Speed up image loading using lazy loading and compression.,devops,4,2025-10-20,2025-11-04,12,Low,feature,Esha
TASK0397,Optimize image loading,Design and implement onboarding wizard for new users.,backend,6,2025-10-08,2025-10-23,0,Medium,bug,Chitra
TASK0398,Add search feature,"When user logs in, sometimes get 500 error. Steps to reproduce: ...",ux,4,2025-10-22,2025-10-26,3,Low,feature,Bob
TASK0399,Database migration,Refactor authentication flow to use OAuth2 best practices.,frontend,8,2025-09-24,2025-09-30,-23,High,bug,Dev
TASK0400,Create onboarding flow,Add migration scripts to move old schema to new one. Ensure backups.,ux,6,2025-09-23,2025-09-29,-24,Medium,bug,Dev
TASK0401,Fix login error,Allow users to export orders in CSV and Excel format.,frontend,6,2025-10-11,2025-10-30,7,Low,feature,Alice
TASK0402,Database migration,Add migration scripts to move old schema to new one. Ensure backups.,devops,12,2025-10-01,2025-10-04,-19,High,feature,Esha
TASK0403,Optimize image loading,Speed up image loading using lazy loading and compression.,frontend,6,2025-10-18,2025-10-22,-1,Medium,bug,Dev
TASK0404,Optimize image loading,Allow users to export orders in CSV and Excel format.,testing,8,2025-10-07,2025-10-20,-3,High,feature,Chitra
TASK0405,Create onboarding flow,Allow users to export orders in CSV and Excel format.,frontend,12,2025-10-12,2025-10-22,-1,High,chore,Esha
TASK0406,Update user profile UI,Speed up image loading using lazy loading and compression.,backend,2,2025-10-21,2025-10-31,8,Low,bug,Chitra
TASK0407,Update user profile UI,Refactor authentication flow to use OAuth2 best practices.,testing,6,2025-10-01,2025-10-21,-2,Medium,bug,Dev
TASK0408,Update user profile UI,Design and implement onboarding wizard for new users.,data,8,2025-10-10,2025-10-16,-7,High,feature,Dev
TASK0409,Update user profile UI,Profile page layout looks cramped on mobile devices. Improve spacing.,devops,6,2025-10-14,2025-11-03,11,Low,bug,Chitra
TASK0410,Fix login error,Design and implement onboarding wizard for new users.,frontend,2,2025-09-23,2025-10-06,-17,Medium,chore,Esha
TASK0411,Create onboarding flow,App crashes intermittently when submitting large form payloads.,data,6,2025-10-03,2025-10-17,-6,Medium,feature,Dev
TASK0412,Update user profile UI,Need to implement a search bar with fuzzy matching and filters.,research,1,2025-10-08,2025-10-16,-7,Medium,bug,Chitra
TASK0413,Refactor auth module,Add unit tests for payment module to improve coverage to 80%.,frontend,6,2025-10-16,2025-11-04,12,Low,feature,Dev
TASK0414,Refactor auth module,Need to implement a search bar with fuzzy matching and filters.,research,1,2025-10-06,2025-10-15,-8,Medium,feature,Chitra
